=== Comprehensive Simulation Summary ===
Simulation Duration: 46948 sec
Total VM Rental Cost (Billing): $3624.5
Total VM Rental Cost (Executaion): $1551.68
Total Energy Consumption: 558604.95 Watt-seconds
Deadline Violation Count: 1 out of 1

Workflow Details:
  Workflow: wf-0 (DEADLINE VIOLATED)
    Arrival Time: 0 sec
    Deadline: 50808.02 sec
    Makespan: 52288.59 sec
    Tasks:
      Task ID00000: Sub-Deadline=30.9 sec, Start=5.0 sec, End=32.3 sec, Execution=27.3 sec, VM=vm-1, Execution-Cost=$0.0341, Energy=12 Ws
  VM vm-116: Type=vm-type-1, Active Time=11.0 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-117: Type=vm-type-1, Active Time=11.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-118: Type=vm-type-1, Active Time=9.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-119: Type=vm-type-1, Active Time=11.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-120: Type=vm-type-1, Active Time=13.2 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=6 Ws, Billiing-Cost=$9.00
  VM vm-121: Type=vm-type-1, Active Time=10.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-122: Type=vm-type-1, Active Time=5.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=3 Ws, Billiing-Cost=$9.00
  VM vm-123: Type=vm-type-1, Active Time=10.0 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-124: Type=vm-type-1, Active Time=12.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=6 Ws, Billiing-Cost=$9.00
  VM vm-125: Type=vm-type-1, Active Time=21.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=10 Ws, Billiing-Cost=$9.00
  VM vm-126: Type=vm-type-1, Active Time=23.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=11 Ws, Billiing-Cost=$9.00
  VM vm-127: Type=vm-type-1, Active Time=28.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=13 Ws, Billiing-Cost=$9.00
  VM vm-128: Type=vm-type-1, Active Time=25.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=11 Ws, Billiing-Cost=$9.00
  VM vm-129: Type=vm-type-1, Active Time=30.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=14 Ws, Billiing-Cost=$9.00
  VM vm-130: Type=vm-type-1, Active Time=21.0 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=9 Ws, Billiing-Cost=$9.00
  VM vm-131: Type=vm-type-1, Active Time=13.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=6 Ws, Billiing-Cost=$9.00
  VM vm-132: Type=vm-type-1, Active Time=9.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=4 Ws, Billiing-Cost=$9.00
  VM vm-133: Type=vm-type-1, Active Time=6.5 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=3 Ws, Billiing-Cost=$9.00
  VM vm-134: Type=vm-type-1, Active Time=11.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=5 Ws, Billiing-Cost=$9.00
  VM vm-135: Type=vm-type-1, Active Time=12.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=6 Ws, Billiing-Cost=$9.00
  VM vm-136: Type=vm-type-1, Active Time=6.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=3 Ws, Billiing-Cost=$9.00
  VM vm-137: Type=vm-type-1, Active Time=28.0 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=13 Ws, Billiing-Cost=$9.00
  VM vm-138: Type=vm-type-1, Active Time=18.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=9 Ws, Billiing-Cost=$9.00
  VM vm-139: Type=vm-type-1, Active Time=14.3 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=6 Ws, Billiing-Cost=$9.00
  VM vm-140: Type=vm-type-1, Active Time=19.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=9 Ws, Billiing-Cost=$9.00
  VM vm-141: Type=vm-type-1, Active Time=27.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=12 Ws, Billiing-Cost=$9.00
  VM vm-142: Type=vm-type-1, Active Time=14.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=7112.9 sec (2 Cycles), Energy=7 Ws, Billiing-Cost=$9.00
  VM vm-143: Type=vm-type-5, Active Time=108.1 sec, Idle-Time=10863.7 sec, Total-Leasing-Duration=4683.1 sec (2 Cycles), Energy=19 Ws, Billiing-Cost=$3.60
  VM vm-144: Type=vm-type-5, Active Time=257.4 sec, Idle-Time=10018.8 sec, Total-Leasing-Duration=4341.2 sec (2 Cycles), Energy=46 Ws, Billiing-Cost=$3.60
  VM vm-145: Type=vm-type-1, Active Time=30.3 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=2726.7 sec (1 Cycles), Energy=14 Ws, Billiing-Cost=$4.50
  VM vm-146: Type=vm-type-1, Active Time=18.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=2726.7 sec (1 Cycles), Energy=9 Ws, Billiing-Cost=$4.50
  VM vm-147: Type=vm-type-1, Active Time=25.5 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=2726.7 sec (1 Cycles), Energy=11 Ws, Billiing-Cost=$4.50
  VM vm-148: Type=vm-type-1, Active Time=21.2 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=2726.7 sec (1 Cycles), Energy=10 Ws, Billiing-Cost=$4.50
  VM vm-149: Type=vm-type-1, Active Time=14.3 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=2726.7 sec (1 Cycles), Energy=6 Ws, Billiing-Cost=$4.50
  VM vm-150: Type=vm-type-1, Active Time=28.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=2726.7 sec (1 Cycles), Energy=13 Ws, Billiing-Cost=$4.50
  VM vm-151: Type=vm-type-1, Active Time=27.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=315.1 sec (1 Cycles), Energy=12 Ws, Billiing-Cost=$4.50
  VM vm-152: Type=vm-type-1, Active Time=25.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=315.1 sec (1 Cycles), Energy=11 Ws, Billiing-Cost=$4.50
  VM vm-153: Type=vm-type-1, Active Time=16.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=315.1 sec (1 Cycles), Energy=7 Ws, Billiing-Cost=$4.50
  VM vm-154: Type=vm-type-1, Active Time=17.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=315.1 sec (1 Cycles), Energy=8 Ws, Billiing-Cost=$4.50
  VM vm-155: Type=vm-type-1, Active Time=26.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=315.1 sec (1 Cycles), Energy=12 Ws, Billiing-Cost=$4.50
  VM vm-156: Type=vm-type-1, Active Time=30.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=315.1 sec (1 Cycles), Energy=14 Ws, Billiing-Cost=$4.50
  VM vm-157: Type=vm-type-1, Active Time=338.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=282.6 sec (1 Cycles), Energy=152 Ws, Billiing-Cost=$4.50
  VM vm-158: Type=vm-type-1, Active Time=296.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=282.6 sec (1 Cycles), Energy=133 Ws, Billiing-Cost=$4.50
  VM vm-159: Type=vm-type-1, Active Time=285.2 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=282.6 sec (1 Cycles), Energy=128 Ws, Billiing-Cost=$4.50
  VM vm-160: Type=vm-type-1, Active Time=255.5 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=282.6 sec (1 Cycles), Energy=115 Ws, Billiing-Cost=$4.50
  VM vm-161: Type=vm-type-1, Active Time=250.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=282.6 sec (1 Cycles), Energy=113 Ws, Billiing-Cost=$4.50
  VM vm-162: Type=vm-type-1, Active Time=198.1 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=282.6 sec (1 Cycles), Energy=89 Ws, Billiing-Cost=$4.50
  VM vm-163: Type=vm-type-1, Active Time=5554.1 sec, Idle-Time=17.1 sec, Total-Leasing-Duration=279.6 sec (1 Cycles), Energy=2499 Ws, Billiing-Cost=$4.50
  VM vm-164: Type=vm-type-1, Active Time=273.3 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=279.6 sec (1 Cycles), Energy=123 Ws, Billiing-Cost=$4.50
  VM vm-165: Type=vm-type-1, Active Time=222.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=279.6 sec (1 Cycles), Energy=100 Ws, Billiing-Cost=$4.50
  VM vm-166: Type=vm-type-1, Active Time=282.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=279.6 sec (1 Cycles), Energy=127 Ws, Billiing-Cost=$4.50
  VM vm-167: Type=vm-type-1, Active Time=235.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=279.6 sec (1 Cycles), Energy=106 Ws, Billiing-Cost=$4.50
  VM vm-168: Type=vm-type-1, Active Time=257.5 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=279.6 sec (1 Cycles), Energy=116 Ws, Billiing-Cost=$4.50
  VM vm-169: Type=vm-type-1, Active Time=0.9 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-170: Type=vm-type-1, Active Time=0.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-171: Type=vm-type-1, Active Time=0.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-172: Type=vm-type-1, Active Time=0.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-173: Type=vm-type-1, Active Time=1.0 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-174: Type=vm-type-1, Active Time=0.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-175: Type=vm-type-1, Active Time=0.6 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-176: Type=vm-type-1, Active Time=0.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-177: Type=vm-type-1, Active Time=0.7 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-178: Type=vm-type-1, Active Time=0.5 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-179: Type=vm-type-1, Active Time=0.8 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50
  VM vm-180: Type=vm-type-1, Active Time=0.4 sec, Idle-Time=0.0 sec, Total-Leasing-Duration=11.1 sec (1 Cycles), Energy=0 Ws, Billiing-Cost=$4.50

Advanced Performance Metrics:
  Average Task Delay (from sub-deadline): 232.5 sec
  Number of VMs Used: 180
